Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Quantity;Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)
;1;KOLOROWA MATCHA BLACK ENERGY;Matcha,Herbaty pakowane;39.9;1;98;Mieszanka o pobudzającym działaniu 75g;Matcha Black Energy to mieszanka na bazie czarnej herbaty Argentyna OP. Jest to wyśmienita, czarna herbata prosto z Argentyńskich plantacji. W smaku wyczujemy delikatny, gładki smak przeplatany słodkawą nutą. W składzie znajduje się również aktywny węgiel o działaniu detoksykującym, surowe ziarno kakao o silnych właściwościach antyoksydacyjnych i przeciwzapalnych oraz pobudzająca, mielona guarana. Całość dopełniona jest podnoszącymi siły witalne, koncentrację i pamięć jagodami acai,dodającą energii macą, lucumą - naturalnym zamiennikiem cukru, łagodzącą stres wanilią oraz źródłem błonnika w postaci inuliny.;1;http://localhost/images/product_images/kolorowamatchablackenergy/img_0.jpg, http://localhost/images/product_images/kolorowamatchablackenergy/img_1.jpg, http://localhost/images/product_images/kolorowamatchablackenergy/img_2.jpg;1
;1;KOLOROWA MATCHA BLUE RELAX;Matcha,Herbaty pakowane;41.9;1;50;Mieszanka o właściwościach wyciszających 75g;Kolorowa Matcha Blue Relax, to herbata na bazie sproszkowanego kwiatu Klitorii Ternateńskiej oraz herbaty Oolong. Te ta główne składniki to doskonałe źródło właściwości pozytywnie wpływających na nasz organizm. Piękne, niebieskie kwiaty Klitorii słyną z cech przeciwzapalnych, przeciwbólowych i antybakteryjnych, a dodatkowo mogą mieć wpływ na złagodzenie stanów lękowych i depresyjnych.;1;http://localhost/images/product_images/kolorowamatchabluerelax/img_0.jpg, http://localhost/images/product_images/kolorowamatchabluerelax/img_1.jpg, http://localhost/images/product_images/kolorowamatchabluerelax/img_2.jpg;1
;1;KOLOROWA MATCHA GREEN DETOX;Matcha,Herbaty pakowane;41.9;1;46;Mieszanka zapewniająca lepsze samopoczucie 75g;Matcha Green Detox to herbata na bazie tradycyjnej Matchy. To jeden z najstarszych gatunków japońskiej herbaty, produkowany z liści Tencha, specjalnie selekcjonowanych i preparowanych jeszcze przed zerwaniem. Posiada procesy wspomagające metabolizm, poprawiające koncentrację i pamięć. Dodaje energii i oczyszcza organizm. W składzie znajduje się również orzeźwiająca mięta wspomagająca procesy trawienne, łagodząca niestrawność  i poprawiająca nastrój trawa cytrynowa. Całość dopełniona jest wspomagającą odporność chlorellą, dodającą energii macą, lucumą - naturalnym zamiennikiem cukru oraz źródłem błonnika w postaci inuliny,;1;http://localhost/images/product_images/kolorowamatchagreendetox/img_0.jpg, http://localhost/images/product_images/kolorowamatchagreendetox/img_1.jpg, http://localhost/images/product_images/kolorowamatchagreendetox/img_2.jpg;1
;1;KOLOROWA MATCHA WHITE HAPPINESS;Matcha,Herbaty pakowane;39.9;1;57;Mieszanka cechująca się słodkim, ananasowo-kokosowym smakiem 75g;Matcha white happiness to herbata na bazie mleka kokosowego oraz sproszkowanej, białej herbaty. Te ta główne składniki to doskonałe źródło właściwości pozytywnie wpływających na nasz organizm. Mleko kokosowe posiada właściwości antybakteryjne oraz wspierające odporność. Świetnie poprawia również kodycję włosów i skóry. Herbata Pai Mu Tan posiada przeciwutleniacze opóźniające starzenie komórek, wspomaga koncentrację oraz posiada właściwości antywirusowe. Dodatkowo w składzie znajdziemy liofilizowanego, sproszkowanego ananasa, adaptogen w postaci mielonej Ashwagandy, lucumę-naturalny zamiennik cukru oraz dodającą energii macę.;1;http://localhost/images/product_images/kolorowamatchawhitehappiness/img_0.jpg, http://localhost/images/product_images/kolorowamatchawhitehappiness/img_1.jpg, http://localhost/images/product_images/kolorowamatchawhitehappiness/img_2.jpg;1
;1;KOLOROWA MATCHA YELLOW IMMUNITY;Matcha,Herbaty pakowane;41.9;1;69;Mieszanka o właściwościach wzmacniających 75g;Matcha Yellow Immunity, to herbata na bazie sproszkowanej, białej herbaty Pai Mu Tan oraz kurkumy. Te dwa główne składniki to doskonałe źródło właściwości pozytywnie wpływających na nasz organizm. Herbata Pai Mu Tan posiada przeciwutleniacze opóźniające starzenie komórek, wspomaga koncentrację oraz posiada właściwości antywirusowe. Kurkuma ma działanie przeciwzapalne i przeciwbakteryjne. Słynie również ze skuteczności pobudzenia, trawienia wspomagając układ pokarmowy. Dodatkowo w składzie znajdziemy oczyszczającą, liofilizowaną dynię, surowe ziarna kakao o dużej zawartości antyoksydantów, bogatą w witaminę C acerolę, lucumę-naturalny zamiennik cukru, łagodzącą stres wanilię oraz rozgrzewający imbir, goździki i kardamon.;1;http://localhost/images/product_images/kolorowamatchayellowimmunity/img_0.jpg, http://localhost/images/product_images/kolorowamatchayellowimmunity/img_1.jpg, http://localhost/images/product_images/kolorowamatchayellowimmunity/img_2.jpg;1
;1;MATCHA 50G;Matcha,Herbaty pakowane;23.9;1;82;Herbata zielona sproszkowana;Niezwykła herbata otrzymywana w procesie mielenia liści zielonej herbaty z pierwszych wiosennych zbiorów. Bogata w składniki odżywcze (aminokwasy, antyoksydanty, witaminy, minerały, błonnik). Jedna filiżanka naparu równa się dziesięciu filiżankom naparu z Senchy. Uspokaja, zmniejsza stres i niepokój. Picie Matchy działa relaksująco, pobudza umysł i ciało do aktywności.;1;http://localhost/images/product_images/matcha50g/img_0.jpg;1
;1;MATCHA JAPOŃSKA UJICHA;Matcha,Herbaty pakowane;77.9;1;90;Zielona sproszkowana herbata 100%;Matcha - tradycyjna herbata japońska w formie proszku już w XIII wieku pomagała buddyjskim mnichom osiągnąć skupienie podczas medytacji. Powstaje z wysuszonych i zmielonych liści herbacianych i wyróżnia się intensywnym, zielonym kolorem. Posiada mnóstwo wartościowych składników, takich jak polifenole: L-teanina, antyoksydanty, które dodatkowo pozytywnie wpływają na metabolizm, a także witaminy A i C, potas, wapno, żelazo i cynk.  Dodatkowo, zawiera więcej kofeiny niż kawa i wykazuje działanie hamujące powstawanie komórek nowotworowych. Nasza Matcha Japońska Ujicha pochodzi z regionu Uji z Kioto, słynącego z wyjątkowo czystych wód i żyznej gleby. Bardzo dobrze smakuje z mlekiem, napojem roślinnym oraz lub z ulubionym sokiem.;1;http://localhost/images/product_images/matchajaposkaujicha/img_0.jpg;1
;1;HARMONIA;Herbaty z adaptogenami;23.9;1;44;Zen & Relaks 80g;Autorska receptura na bazie herbaty zielonej China Gunpowder z dodatkiem ziół, owoców i adaptogenu o wyjątkowym zastosowaniu. Ta herbatka jest dla Ciebie, jeśli poszukujesz równowagi i harmonii ducha.;1;http://localhost/images/product_images/harmonia/img_0.jpg;1
;1;PIĘKNO;Herbaty z adaptogenami;23.9;1;54;Hair & Beauty 80g;Autorska receptura na bazie herbaty Oolong z dodatkiem ziół, owoców i adaptogenu, o wyjątkowym zastosowaniu. Ta herbatka jest dla Ciebie, jeśli poszukujesz pomocy w dbaniu o swoje piękno.;1;http://localhost/images/product_images/pikno/img_0.jpg;1
;1;RADOŚĆ;Herbaty z adaptogenami;23.9;1;32;Feel happiness 80g;Autorska receptura na bazie herbaty Sencha Black z dodatkiem ziół, owoców i adaptogenu, o wyjątkowym zastosowaniu wpływającym pozytywnie na samopoczucie.;1;http://localhost/images/product_images/rado/img_0.jpg;1
;1;SZCZUPŁA SYLWETKA;Herbaty z adaptogenami;23.9;1;66;Slim & fit 80g;Autorska receptura na bazie herbaty Pu Erh z dodatkiem ziół, owoców i adaptogenu o wyjątkowym zastosowaniu. Ta herbatka jest dla Ciebie, jeśli poszukujesz pomocy w procesie redukcji wagi i przy odchudzaniu.;1;http://localhost/images/product_images/szczupasylwetka/img_0.jpg;1
;1;WITALNOŚĆ;Herbaty z adaptogenami;23.9;1;35;EnergyBoost 80g;Autorska receptura na bazie herbaty czarnej Wietnam z dodatkiem ziół, owoców i adaptogenu, o wyjątkowym zastosowaniu dodającym energii.;1;http://localhost/images/product_images/witalno/img_0.jpg;1
;1;Assam Mokalbari SF Black;;24.95;1;50;Assam Mokalbari to herbata pochodząca z północno-wschodniego regionu Indii położonego wzdłuż doliny rzeki Brahmaputry u podnóży Himalajów. Prowincja ta słynie z uprawy odmiany czarnej herbaty Camellia Assamica, która zachwyca słodowymi nutami i bogatym smakiem naparu.;;1;http://localhost/images/product_images/assammokalbarisfblack/img_0.jpg, http://localhost/images/product_images/assammokalbarisfblack/img_1.jpg;1
;1;Assam Satrupa;;19.95;1;59;Assam Satrupa zaskakuje złożonym smakiem i aromatem. Rośnie w północno-wschodnim regionie Indii, słynącym z upraw jednych z najlepszych herbat czarnych. Klasyczne nuty z delikatnie przeplatającymi się słodowymi smakami, to idealne połączenie i uzupełnienie wyjątkowych śniadań. Smakuje również z mlekiem.;;1;http://localhost/images/product_images/assamsatrupa/img_0.jpg, http://localhost/images/product_images/assamsatrupa/img_1.jpg, http://localhost/images/product_images/assamsatrupa/img_2.jpg;1
;1;MALINOWA;Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty Adwentowe,Herbaty cejlońskie;23.45;1;43;Herbata czarna Ceylon z dodatkiem dużej ilości malin.;Czarna herbata Ceylon oraz zanurzone w niej soczyste kawałki malin to propozycja polecana zwłaszcza przy walce z przeziębieniem i grypą. Doskonale rozgrzeje nie tylko miłośników tego owocu. Nadaje się także jako napój przyrządzany na zimo w letnie, długie wieczory. W towarzystwie kostek lodu oraz soczystych kawałków świeżych owoców doskonale będzie zaspokajała pragnienie.;1;http://localhost/images/product_images/malinowa/img_0.jpg, http://localhost/images/product_images/malinowa/img_1.jpg;1
;1;LAZY DAY;Strona główna,Herbata,Kompozycje,Herbata Czarna z dodatkami,Herbaty w puszkach firmowych,Herbata wietnamska;15.95;1;43;Czarna herbata z dodatkiem papai, pomarańczy oraz maliny.;Czarna herbata z dodatkiem egzotycznej papai oraz orzeźwiającej pomarańczy, dopełniona liśćmi malin. Napar po zaparzeniu ma piękną, bursztynową barwę. W smaku możemy wyczuć słodycz papai. Całość kompozycji jest niezwykle aromatyczna. W zapachu odnajdziemy nuty maliny.  Składniki: herbata czarna OP, papaja kandyzowana (papaja, cukier), pomarańcza crunch (koncentrat soku pomarańczowego, cząstki pomarańczy), malina liść, bławatek, aromat.  Wartość odżywcza w 100g: wartość energetyczna 176,0 kJ / 42,0 kcal, tłuszcze 0,0 g, węglowodany 9,1g (w tym cukry 7,7 g), błonnik 0,9g, białko 0,0 g, sól 0,0g, sód 0,0g.  Kraj pochodzenia: Wietnam;1;http://localhost/images/product_images/lazyday/img_0.jpg, http://localhost/images/product_images/lazyday/img_1.jpg;1
;1;MADAGASKAR;Herbata,Kompozycje,Herbata Czarna z dodatkami,Promocja urodzinowa,Herbata wietnamska;19.45;1;40;Czarna herbata z dodatkiem skórki pomarańczowej, truskawki i bławatka.;Kalejdoskop smaków i barw, który tworzy kompozycja czarnej herbaty z soczystymi truskawkami oraz orzeźwiającą skórką pomarańczy, całość otulają aromatyczne płatki bławatka. Już przy otwarciu torebki pomieszczenie wypełnia się uroczym, kwiatowym zapachem. Wraz z pierwszym łykiem przenosimy się w gorący klimat dalekich, egzotycznych krajów.;1;http://localhost/images/product_images/madagaskar/img_0.jpg;1
;1;AMERICANO BLEND;Kawa,Kawy Klasyczne,Prezenty dla mężczyzny;12.45;1;7;Kawa arabika 100% speciality.;Kraftowa kawa o jakości speciality polecana przez Marcina Rusnarczyka - Mistrza Polski Baristów, sędzię Polskich i Międzynarodowych Mistrzostw Baristów, autora książki „Sekrety Kawy Poradnik dla Amatorów i Profesjonalistów” oraz wieloletniego trenera baristów. Wysokiej jakości blend dwóch arabik Brazylii i Kolumbii, z regionów Cerrado i Mogiana oraz Cauca, który został stworzony w celu zaparzenia wyjątkowego americano. Ta kawa o średnio-ciemnym stopniu palenia, średniej mocy i kwasowości oraz wyczuwalnej słodyczy, to pozycja dla każdego kawowego konesera.;1;http://localhost/images/product_images/americanoblend/img_0.jpg;1
;1;BRAZYLIA BOURBON;Kawa,Kawy Klasyczne;12.95;1;100;Łagodna Arabika z Brazylii.;Kawa Brazylia Yellow Bourbon jest łagodna w smaku, z nutą słodkiej czekolady i whiskey oraz cytrusowymi akcentami w aromacie. Owoce krzewów tej odmiany charakteryzują się żółta barwą, a nie czerwoną jak w przypadku innych arabik.;1;http://localhost/images/product_images/brazyliabourbon/img_0.jpg, http://localhost/images/product_images/brazyliabourbon/img_1.jpg;1
;1;BRAZYLIA SANTOS;Kawa,Kawy Klasyczne;11.45;1;77;Kawa do wszechstronnego zastosowania.;Brazylia jest największym producentem kawy na świecie od 1720 roku, kiedy to drzewka kawowe sprowadzono z Gujany. Kraj ten odpowiada za około jedną trzecią globalnej produkcji. Uprawa kawy odbywa się niemal we wszystkich brazylijskich stanach, jednak główne regiony to Parana, São Paulo, Minas Gerais, Espírito Santo i Bahia. Dzięki sprzyjającemu klimatowi tysiące małych gospodarstw zajmuje się jej produkcją, a naturalne warunki pozwalają na suchą obróbkę ziaren. Brazylijska kawa występuje w wielu odmianach, lecz zazwyczaj cechuje się łagodnym smakiem i umiarkowaną goryczką. Brazylia Santos palona jest w stopniu średnim, a dzięki obfitej cremie doskonale sprawdza się w mieszankach espresso.;1;http://localhost/images/product_images/brazyliasantos/img_0.jpg, http://localhost/images/product_images/brazyliasantos/img_1.jpg;1
;1;BRAZYLIA SPECIALITY;Kawa,Kawy Klasyczne,Prezenty dla mężczyzny;12.45;1;31;Kawa arabika 100% speciality.;Kraftowa kawa o jakości speciality polecana przez Marcina Rusnarczyka - Mistrza Polski Baristów, sędzię Polskich i Międzynarodowych Mistrzostw Baristów, autora książki „Sekrety Kawy Poradnik dla Amatorów i Profesjonalistów” oraz wieloletniego trenera baristów. Wyjątkowo aromatyczna arabika wysokiej jakości pochodzącą z Brazylii z regionów Cerrado i Mogiana o średnio-ciemnym stopniu palenia. Średnia moc, delikatna kwasowość i wyczuwalna słodycz to wyróżniki smaku tej kawy. Odmiany botaniczne to Mundo Novo, Red Catuai, Caturra i Catuaí..;1;http://localhost/images/product_images/brazyliaspeciality/img_0.jpg;1
;1;CAPPUCCINO BLEND;Kawa,Kawy Klasyczne;12.45;1;2;Blend Arabicy i Robusty dla entuzjastów cappuccino.;Dopracowana receptura blendu arabiki i robusty została stworzona dla entuzjastów kaw typu cappuccino dostarczając przyjemnych doznań smakowych.;1;http://localhost/images/product_images/cappuccinoblend/img_0.jpg;1
;1;CONTINENTAL ROAST;Kawa,Kawy Klasyczne;12.45;1;60;Blend ziaren z Brazylii, Kolumbii i Etiopii o jakości speciality;Kawa Continental Roast jest blendem ziaren z Brazylii, Kolumbii i Etiopii o klasycznym smaku i aromacie. Regiony, z których pochodzi to Cerrado, Mogiana, Cauca i Sidamo. W trakcie zbiorów dokonywana jest selekcja, co gwarantuje wybór tylko najlepszych owoców. W procesie obróbki wykorzystano metodę ziarna na mokro i na sucho, co podkreśla pełnię smaku ziaren i sprawia, że kawa ma wyjątkową słodycz.  Stopień palenia: Średnio - ciemne;1;http://localhost/images/product_images/continentalroast/img_0.jpg;1
;1;ESPRESSO BLEND;Kawa,Kawy Klasyczne;16.95;1;35;Mieszanka ziaren Robusty i Arabiki o mocnym smaku.;Blend wyselekcjonowanych ziaren o intensywniejszej mocy i średnim stopniu palenia to idealna propozycja dla osób poszukujących idealnej kawy do zaparzania espresso.;1;http://localhost/images/product_images/espressoblend/img_0.jpg;1
;1;GWATEMALA MARAGOGYPE;Kawa,Kawy Klasyczne;17.45;1;49;Kawa o dużych ziarnach o pikantnym, złożonym aromacie.;"Gwatemala to ósmy światowy producent kawy i jedne z najlepszych miejsc do uprawy tej rośliny. Sadzonki kawy zostały tu przywiezione i zasadzone przez jezuickich misjonarzy w 1750r, a przemysł został rozwinięty przez osadników niemieckich pod koniec XIXw. Większość plantacji znajduje się na południu kraju (Amatitlan, Antiqua), gdzie stoki wulkaniczne wzgórz i bujna roślinność zapewniają idealne warunki dla sadzonek kawy - zwłaszcza do upraw w cieniu. Rośliny uprawiane w cieniu rozwijają się wolniej i dzięki temu mają intensywny smak i większą zawartość naturalnych cukrów w ziarnach. Wilgotny klimat Gwatemali, obfite deszcze, bujna zieleń - to idealne warunki do uprawy idealnej arabiki o złożonym smaku. Gwatemala Maragogype to kawa odmiany o wyjątkowo dużych ziarnach, nazywana ""słoniowym ziarnem"". Pochodzi z południowych rejonów kraju, gdzie uprawiana jest na zboczach gór Sierra Madre.";1;http://localhost/images/product_images/gwatemalamaragogype/img_0.jpg, http://localhost/images/product_images/gwatemalamaragogype/img_1.jpg;1
;1;INDONEZJA FLORES BEIPOSO;Kawa,Kawy Klasyczne;16.45;1;59;Wyjątkowa kawa jakości speciality.;Wyjątkowa kawa wysokiej jakości. Pochodzi z niewielkich upraw z okolicy wioski Beiposo. W smaku zrównoważona, kwasowa, wyczuwalne nuty czekoladowe i orzechowe z odrobiną pikantności.;1;http://localhost/images/product_images/indonezjafloresbeiposo/img_0.jpg, http://localhost/images/product_images/indonezjafloresbeiposo/img_1.jpg;1
;1;INDONEZJA ROBUSTA;Kawa,Kawy Klasyczne;9.95;1;20;Kawa Robusta pochodząca z indonezyjskich plantacji.;Kawę w Indonezji uprawia się już od 300 lat na całym archipelagu i aktualnie kraj ten jest czwartym producentem kawy na świecie - głównie robusty. Każda wyspa produkuje kawę o indywidualnych walorach - Jawa łagodną, Sumatra wyraźnie cięższą, a Sulawesi (Celebes) pełną mocy i aromatyczną. Przez wielu fachowców i smakoszy kawy propozycja z Indonezji jest oceniana jako jedna z najlepszych odmian robusty. Kawa ta posiada charakterystyczny, mocny i wyrazisty smak oraz dużą zawartość kofeiny - polecana do porannego espresso.;1;http://localhost/images/product_images/indonezjarobusta/img_0.jpg, http://localhost/images/product_images/indonezjarobusta/img_1.jpg;1
;1;ITALIAN DARK ROAST;Kawa,Kawy Klasyczne;12.45;1;66;Blend ziaren z Brazylii, Kolumbii i Etiopii o jakości speciality;Kawa Italian Dark Roast to starannie skomponowany blend ziaren pochodzących z Brazylii, Kolumbii i Etiopii, który zachwyca klasycznym smakiem i aromatem. Ziarna uprawiane są w renomowanych regionach kawowych, takich jak Cerrado, Mogiana, Cauca i Sidamo, znanych z doskonałych warunków do uprawy kawy. Dzięki połączeniu dwóch metod obróbki – mokrej i suchej – ziarna zyskują wyjątkową głębię smaku, która łączy naturalną słodycz z charakterystyczną goryczką. Efektem jest kawa o pełnym, wyrazistym charakterze, doskonała do espresso oraz napojów na jego bazie, takich jak cappuccino czy latte.  Stopień palenia: Ciemne;1;http://localhost/images/product_images/italiandarkroast/img_0.jpg;1
;1;KENIA MERU;Kawa,Kawy Klasyczne;17.95;1;22;Wysokiej jakości Arabica z Kenii.;Kenia jest producentem jednej najlepszych kaw z Afryki. Wysokie położenie plantacji (1500-2100 m n.p.m.) i prowadzony wybiórczo ręczny zbiór tylko zupełnie dojrzałych ziaren kawy powoduje, że jest to ziarno najwyższego gatunku. Zbiory odbywają się dwa razy w roku i zrywane są tylko najbardziej dojrzałe owoce, a do tych samych drzewek wraca się wielokrotnie podczas jednego sezonu. O znaczeniu produkcji kawy dla Kenii świadczy fakt, iż niszczenie lub samowolne karczowanie drzewek kawowych jest uznawane za przestępstwo. Jakość kawy potrafi zaspokoić najbardziej wyszukane gusta wśród ekspertów oraz degustatorów i przez wielu z nich jest uważana za światową czołówkę. Delikatna równowaga kwaskowatości i mocy oraz owocowy aromat sprawia, że koneserzy zaliczają kenijską kawę do swoich ulubionych. Oznaczenie AA wskazuje czołową kawę kenijską z dużymi ziarnami.;1;http://localhost/images/product_images/keniameru/img_0.jpg, http://localhost/images/product_images/keniameru/img_1.jpg;1
;1;KOLUMBIA ESPRESSO;Kawa,Kawy Klasyczne;9.45;1;46;Mocno wypalone znakomite espresso.;Kolumbia jest trzecim największym producentem i eksporterem kawy na świecie (po Brazylii i Wietnamie) i osiąga wynik 12 mln 60-kilogramowych worków rocznie. Jest to zasługa korzystnych warunków klimatycznych, dobrej organizacji i promocji - to dzięki niej właśnie kawa kolumbijska ma opinię produktu dobrej jakości i wyśmienitego smaku. Plantacje kawy położone są u stóp Andów, których trzy łańcuchy przycinają kraj i stwarzają szereg mikroklimatów, w których ziarna dojrzewają w różnym czasie. Dzięki temu zbiory kawy w Kolumbii trwają prawie cały rok. Najważniejszymi plantacjami Kordyliery Środkowej są: Medelin, Armenia i Mazizales (MAM), a za królową kolumbijskich kaw uważa się tą pochodzącą z Medelin - bogatą, średnio kwaśną i pełną smaku. Natomiast Kordyliera Wschodnia może poszczycić się równie smaczną, choć mniej kwaśną kawą z okolic Bogoty. Kawa kolumbijska ma dwie klasy - excelso i supremo, z czego ta ostatnie różni się tylko wielkością ziaren. Jest to kawa uniwersalna - można ją prażyć dowolnie - od średniego po ciemny kolor, jest wyśmienita w każdej postaci - dlatego to właśnie kawę kolumbijską najbardziej cenią bariści z całego świata. Nie ma bardziej zrównoważonej w smaku kawy niż kolumbijska - niekiedy orzechowa, niekiedy z nutami owocowymi, zawsze bogata i aromatyczna.;1;http://localhost/images/product_images/kolumbiaespresso/img_0.jpg, http://localhost/images/product_images/kolumbiaespresso/img_1.jpg;1
;1;KOLUMBIA MEDELIN;Kawa,Kawy Klasyczne;10.95;1;71;Kawa idealna do parzenia w ekspresach ciśnieniowych.;Kolumbia jest trzecim największym producentem i eksporterem kawy na świecie (po Brazylii i Wietnamie) i osiąga wynik 12 mln 60-kilogramowych worków rocznie. Jest to zasługa korzystnych warunków klimatycznych, dobrej organizacji i promocji - to dzięki niej właśnie kawa kolumbijska ma opinię produktu dobrej jakości i wyśmienitego smaku. Plantacje kawy położone są u stóp Andów, których trzy łańcuchy przycinają kraj i stwarzają szereg mikroklimatów, w których ziarna dojrzewają w różnym czasie. Dzięki temu zbiory kawy w Kolumbii trwają prawie cały rok. Najważniejszymi plantacjami Kordyliery Środkowej są: Medelin, Armenia i Mazizales (MAM), a za królową kolumbijskich kaw uważa się tą pochodzącą z Medelin - bogatą, średnio kwaśną i pełną smaku. Natomiast Kordyliera Wschodnia może poszczycić się równie smaczną, choć mniej kwaśną kawą z okolic Bogoty. Kawa kolumbijska ma dwie klasy - excelso i supremo, z czego ta ostatnie różni się tylko wielkością ziaren. Jest to kawa uniwersalna - można ją prażyć dowolnie - od średniego po ciemny kolor, jest wyśmienita w każdej postaci - dlatego to właśnie kawę kolumbijską najbardziej cenią bariści z całego świata. Nie ma bardziej zrównoważonej w smaku kawy niż kolumbijska - niekiedy orzechowa, niekiedy z nutami owocowymi, zawsze bogata i aromatyczna.;1;http://localhost/images/product_images/kolumbiamedelin/img_0.jpg, http://localhost/images/product_images/kolumbiamedelin/img_1.jpg;1
;1;LATTE BLEND;Kawa,Kawy Klasyczne;12.95;1;28;Cztery arabiki z kilku regionów świata o średnim stopniu palenia i zbilansowanej słodyczy.;Cztery arabiki z kilku regionów świata o średnim stopniu palenia i zbilansowanej słodyczy.;1;http://localhost/images/product_images/latteblend/img_0.jpg;1
;1;MEKSYK;Kawa,Kawy Klasyczne;12.95;1;37;Aromatyczna meksykańska kawa o wyjątkowym smaku.;Meksyk jest siódmym największym na świecie producentem kawy, z roczna produkcją w wysokości około 4 mln worków. Uprawy są prowadzone przeważnie w małych gospodarstwach, na organicznych plantacjach w przypadku których gleba użyźniana jest naturalnym kompostem i nawozami zwierzęcymi. Meksyk jest tez jednym z największych producentów kawy organicznej i ma dostępne wszystkie kawy sprawiedliwego handlu - Utz Kapeh, Rainforest Alliance i Fairtrade Foundation. Nasza kawa to odmiana arabiki pochodząca z regionu Chiapas przygotowywana tzw. metodą suchą, która ogranicza zużycie wody oraz energii. Uprawa pozwala dojrzewać kawowcom w cieniu innych drzew, co ma istotny wpływ na smak i aromat naparu.;1;http://localhost/images/product_images/meksyk/img_0.jpg, http://localhost/images/product_images/meksyk/img_1.jpg;1
;1;NICARAGUA MARAGOGYPE;Kawa,Kawy Klasyczne;14.45;1;21;Delikatna kawa o dużych ziarnach.;Ziarna Maragogype są znacznie większe od innych ziaren. Ta szczególna kawa jest delikatna, lekko słodkawa, charakteryzuje się niską kwasowością. Wyczuwalne są w niej nuty czekolady i migdałów.;1;http://localhost/images/product_images/nicaraguamaragogype/img_0.jpg, http://localhost/images/product_images/nicaraguamaragogype/img_1.jpg;1
;1;NIKARAGUA SPECIALITY;Kawa,Kawy Klasyczne;12.45;1;19;Kawa arabika 100% speciality;Kraftowa kawa o jakości speciality polecana przez Marcina Rusnarczyka - Mistrza Polski Baristów, sędzię Polskich i Międzynarodowych Mistrzostw Baristów, autora książki „Sekrety Kawy Poradnik dla Amatorów i Profesjonalistów” oraz wieloletniego trenera baristów. Ziarna tej kawy pochodzą z Ameryki Środkowej z regionów Jinotega, Matagalpa i Nueva Segovia. Wyróżnia się wyjątkowo świeżym aromatem, średnią mocą i słodyczą, a także niską kwasowością. Wypalana po mistrzowsku metodą rzemieślniczą w stopniu średnio-ciemnym stanowi idealną propozycję dla każdego miłośnika kawy klasycznej wysokiej jakości.;1;http://localhost/images/product_images/nikaraguaspeciality/img_0.jpg;1
;1;RWANDA;Kawa,Kawy Klasyczne;16.45;1;8;Wyrazisty smak i owocowe nuty unikalnej kawy z Rwandy.;Rwanda nie ma zbyt długiej tradycji w uprawie drzewek kawowych, pierwsze próby produkcji o ograniczonym rozmiarze rozpoczęli niemieccy misjonarze na początki XXw. W latach 30 - tych produkcja nabrała rozpędu, ale nie szła w parze z jakością ziaren - produkt uznawano za ziemisty, zatęchły - po prostu niskiej jakości. Rozwój upraw kaw wysokogatunkowych w Rwandzie rozpoczął się po wygaśnięciu wojny domowej, która zniszczyła kraj w latach 90 - tych. Drobni rolnicy dostrzegli w kawie źródło dochodów i zaczęli odtwarzać upadłe farmy, równocześnie podnosząc jakość ziaren. Bardzo żyzne gleby w Rwandzie, obecność wzgórz pochodzenia wulkanicznego oraz klimat niezwykle stymulujący wzrost roślin, gwarantują utrzymanie prawidłowego wzrostu drzewek, a co za tym pozyskanie dobrej jakości kawy. Kawa rwandyjska jest unikalna - delikatna i bogata w smaku, orzeźwiająca. Niestety rzadko można ją spotkać w sklepach w całej Europie.;1;http://localhost/images/product_images/rwanda/img_0.jpg, http://localhost/images/product_images/rwanda/img_1.jpg;1
;1;YELLOW BOURBON SPECIALITY;Kawa,Kawy Klasyczne;12.45;1;73;Wysokiej jakości kawa speciality z Brazylii;Kawa Yellow Bourbon Speciality to wyjątkowy gatunek kawy o unikalnym smaku i aromacie, który wyróżnia się na tle innych odmian. Pochodzi z odmiany Bourbon, jednej z najbardziej cenionych na świecie, która jest uprawiana w specyficznych warunkach w Brazylii, w regionach Cerrado, Sul de Minas, Sao Paolo, Mato Grosso. o sprawia, że kawa ta jest tak wyjątkowa, to jej wyjątkowy, naturalny żółty kolor ziaren, który jest wynikiem starannego procesu uprawy i selekcji.;1;http://localhost/images/product_images/yellowbourbonspeciality/img_0.jpg;1
;1;KAWA BELGIJSKA PRALINA;Kawa,Kawy Smakowe;12.95;1;85;Kawa Arabica o smaku belgijskiej praliny.;Kawy smakowe należą do naszych specjalności. Niezwykłe propozycje komponowane są w oparciu o kolumbijską kawę Excelso z odmiany arabika, której walory doskonale współgrają z najróżniejszymi aromatami. To niesamowite, jakimi smakami może oczarować nas kawa, zachowując przy tym odpowiednie proporcje i balans.;1;http://localhost/images/product_images/kawabelgijskapralina/img_0.jpg, http://localhost/images/product_images/kawabelgijskapralina/img_1.jpg;1
